ProductID,ProductName,Category,Brand,SupplierID,CostPrice,SellingPrice,StockQuantity,Rating,Warranty,Weight(kg),LaunchDate,Profit,Discount
100274,HP Bookshelf,Furniture,HP,5089,22901,29221.5,234,4.5,1 Year,27.58,2025-08-14,6320.5,25
100742,Boat Badminton Racket,Sports,Boat,5128,37836,43175.27,80,3.8,6 Months,25.44,2023-08-08,5339.27,15
101617,HP Monitor,Electronics,HP,5139,318,501.42,33,4.9,No Warranty,22.99,2022-10-14,183.42,25
101473,OnePlus Earbuds,Mobile,OnePlus,5128,40036,48784.22,419,3.7,,26.74,2022-07-07,8748.22,10
100251,Apple SQL Book,Books,Apple,5252,41657,51515.69,230,3.1,3 Years,28.25,2023-11-04,9858.69,30
100414,Sony Smartwatch,Mobile,Sony,5032,18883,27223.53,74,4.2,1 Year,6.28,2025-01-25,8340.53,20
101574,Puma Python Book,Books,Puma,5117,26075,31870.06,8,4.8,1 Year,14.71,2024-03-25,5795.06,5
101324,Nike Yoga Mat,Sports,Nike,5193,18459,29413.76,300,2.6,No Warranty,19.26,2022-02-04,10954.76,0
100937,Mi Chair,Furniture,Mi,5152,30286,38098.67,417,4.6,2 Years,20.46,2020-08-26,7812.67,25
100311,Dell Router,Electronics,Dell,5160,30580,46879.63,396,3.3,3 Years,13.81,2023-02-20,16299.63,30
100580,Boat Microwave,Home Appliances,Boat,5085,24691,34894.69,431,3.9,2 Years,5.78,2020-04-23,10203.69,20
100382,Boat Watch,Fashion,Boat,5176,28520,44034.51,68,5.0,2 Years,10.91,2021-02-10,15514.51,25
101384,Lenovo SQL Book,Books,Lenovo,5204,47016,59714.17,181,2.8,2 Years,3.29,2022-04-18,12698.17,25
100426,Mi Monitor,Electronics,Mi,5108,35044,38676.85,33,4.2,6 Months,25.98,2023-10-04,3632.85,15
101973,Bajaj Watch,Fashion,Bajaj,5170,11396,17115.12,141,4.9,1 Year,26.01,2020-01-29,5719.12,10
101916,Asus Microwave,Home Appliances,Asus,5233,38855,51070.12,185,4.6,,13.74,2023-03-25,12215.12,10
101162,Adidas SQL Book,Books,Adidas,5015,49469,69032.97,387,3.4,3 Years,13.14,2023-10-18,19563.97,25
100778,LG Jeans,Fashion,LG,5201,19422,26893.94,426,2.6,No Warranty,3.26,2023-11-04,7471.94,10
101690,Nike T-Shirt,Fashion,Nike,5285,47992,55405.93,123,4.2,3 Years,5.52,2022-02-02,7413.93,10
100705,Bajaj Smartphone,Mobile,Bajaj,5252,44607,57262.93,6,4.2,2 Years,13.25,2019-12-15,12655.93,30
101813,Canon Jacket,Fashion,Canon,5100,8541,9468.19,421,4.3,1 Year,29.84,2022-12-04,927.19,30
100571,HP T-Shirt,Fashion,HP,5271,37545,54998.33,322,5.0,2 Years,21.78,2025-10-13,17453.33,25
101266,Canon Football,Sports,Canon,5295,901,1063.58,65,3.8,2 Years,0.55,2023-07-04,162.58,10
100183,Sony Backpack,Fashion,Sony,5088,38884,61079.12,78,4.1,3 Years,10.26,2025-04-27,22195.12,25
100171,Asus Router,Electronics,Asus,5082,33725,50605.98,347,4.9,6 Months,25.49,2023-11-30,16880.98,30
101531,HP T-Shirt,Fashion,HP,5272,34477,49404.01,299,2.5,6 Months,9.72,2021-09-25,14927.01,10
101791,LG Power Bank,Mobile,LG,5096,37094,52959.03,494,4.9,No Warranty,9.91,2020-12-07,15865.03,25
101902,Bajaj Dumbbell,Sports,Bajaj,5081,2071,2683.91,418,4.9,3 Years,6.46,2020-12-07,612.91,10
101672,Philips Printer,Electronics,Philips,5173,10889,15687.45,433,2.6,No Warranty,23.45,2019-04-10,4798.45,30
101745,Bajaj Football,Sports,Bajaj,5220,46159,64359.76,368,3.5,No Warranty,13.72,2019-09-08,18200.76,25
100273,Boat Smartwatch,Mobile,Boat,5251,13015,17294.01,134,3.8,1 Year,17.99,2025-11-08,4279.01,5
101569,HP Earbuds,Mobile,HP,5022,46855,57355.55,327,2.7,2 Years,4.25,2022-03-22,10500.55,25
100702,Canon Smartwatch,Mobile,Canon,5209,27893,33670.67,116,2.8,1 Year,3.88,2020-03-27,5777.67,10
100943,Puma Novel,Books,Puma,5071,30084,42939.4,295,3.6,,8.87,2020-08-16,12855.4,20
100372,Mi Cricket Bat,Sports,Mi,5184,41932,62581.35,464,3.8,6 Months,25.25,2025-04-05,20649.35,25
100223,Mi Chair,Furniture,Mi,5061,8815,12576.95,178,2.9,3 Years,11.91,2020-06-05,3761.95,25
101238,Samsung Keyboard,Electronics,Samsung,5204,42516,52612.52,245,2.6,1 Year,8.37,2019-08-23,10096.52,20
101719,HP Power Bank,Mobile,HP,5016,30061,44547.27,497,4.1,6 Months,22.53,2022-06-21,14486.27,10
101475,Canon Speaker,Electronics,Canon,5074,12760,19084.38,141,,No Warranty,14.32,2021-07-03,6324.38,5
100519,Adidas Data Science Book,Books,Adidas,5156,34769,38952.63,36,2.7,6 Months,28.83,2020-02-02,4183.63,10
100335,Canon Mixer Grinder,Home Appliances,Canon,5166,38505,44300.62,154,2.8,6 Months,22.02,2023-11-25,5795.62,20
100706,Canon Monitor,Electronics,Canon,5053,26355,38149.35,500,4.4,6 Months,2.13,2021-03-26,11794.35,15
101182,OnePlus Jeans,Fashion,OnePlus,5102,32487,46011.82,395,4.7,2 Years,0.66,2020-05-09,13524.82,30
101899,HP AI Book,Books,HP,5071,18072,27467.14,348,3.1,6 Months,1.29,2020-01-02,9395.14,20
101666,Adidas Air Conditioner,Home Appliances,Adidas,5011,39833,48081.36,375,3.0,1 Year,11.39,2025-01-02,8248.36,10
100016,Dell Speaker,Electronics,Dell,5066,49946,68243.87,64,4.1,3 Years,5.12,2024-12-01,18297.87,10
101762,OnePlus Dumbbell,Sports,OnePlus,5114,17745,26524.65,425,4.7,6 Months,16.48,2025-06-03,8779.65,25
101538,Canon Air Conditioner,Home Appliances,Canon,5175,18504,24652.02,413,3.3,3 Years,18.24,2022-06-16,6148.02,15
101559,Dell Mouse,Electronics,Dell,5200,29738,43314.43,11,3.9,1 Year,11.55,2024-07-03,13576.43,5
101707,Canon Laptop,Electronics,Canon,5165,10192,14701.49,37,4.9,6 Months,3.18,2020-12-19,4509.49,20
100615,Philips Cricket Bat,Sports,Philips,5121,24333,36594.89,133,3.7,3 Years,25.89,2022-11-05,12261.89,5
100980,HP Smartphone,Mobile,HP,5257,1486,1728.31,176,2.5,6 Months,1.75,2022-11-02,242.31,30
100466,Havells Mouse,Electronics,Havells,5262,18843,22562.1,401,3.8,6 Months,18.53,2019-05-28,3719.1,20
100782,Philips Sofa,Furniture,Philips,5174,15311,20728.31,300,4.8,2 Years,4.11,2022-04-16,5417.31,30
100200,Havells Cricket Bat,Sports,Havells,5245,13688,18895.51,339,3.8,1 Year,28.71,2024-02-26,5207.51,20
101222,Philips Tablet,Mobile,Philips,5254,7549,8451.34,217,,3 Years,14.72,2025-02-18,902.34,25
101069,Bajaj Chair,Furniture,Bajaj,5040,1538,2009.97,249,3.0,2 Years,11.38,2022-07-08,471.97,0
101147,Mi Tablet,Mobile,Mi,5032,48195,60957.26,387,3.1,No Warranty,24.21,2025-04-28,12762.26,5
101317,Puma Chair,Furniture,Puma,5080,40045,48260.07,344,3.3,6 Months,23.04,2020-12-04,8215.07,30
101474,Canon T-Shirt,Fashion,Canon,5042,49264,57844.69,164,3.8,2 Years,18.16,2021-12-25,8580.69,25
101161,Logitech Earbuds,Mobile,Logitech,5017,34997,39411.17,156,3.9,1 Year,28.13,2025-10-29,4414.17,20
101418,LG Sofa,Furniture,LG,5203,32095,39371.35,5,2.6,2 Years,4.04,2021-07-02,7276.35,25
101827,Logitech T-Shirt,Fashion,Logitech,5237,29785,34277.57,27,4.3,1 Year,2.58,2019-07-15,4492.57,30
100679,Havells Watch,Fashion,Havells,5204,3773,5864.09,184,2.9,2 Years,11.21,2023-03-08,2091.09,15
101038,Bajaj T-Shirt,Fashion,Bajaj,5152,6267,8318.84,86,2.9,1 Year,17.38,2022-12-18,2051.84,20
100044,Logitech Jacket,Fashion,Logitech,5284,21476,27944.58,151,2.8,2 Years,20.01,2023-04-02,6468.58,25
100275,Boat Monitor,Electronics,Boat,5094,7824,9539.7,59,3.4,6 Months,15.42,2023-09-10,1715.7,30
101112,Lenovo Office Desk,Furniture,Lenovo,5149,30660,44164.55,267,4.1,6 Months,9.25,2022-03-26,13504.55,10
100102,Puma AI Book,Books,Puma,5227,44507,61121.42,37,4.9,3 Years,9.11,2023-10-04,16614.42,30
101512,Havells Sneakers,Fashion,Havells,5296,43150,65142.71,112,3.4,2 Years,20.7,2020-03-11,21992.71,30
101245,Dell Sneakers,Fashion,Dell,5045,7719,12033.96,93,3.0,3 Years,18.87,2019-03-24,4314.96,0
101388,OnePlus Data Science Book,Books,OnePlus,5199,26289,37162.85,454,4.4,1 Year,24.14,2021-12-15,10873.85,20
100108,Adidas Python Book,Books,Adidas,5174,31678,50168.2,151,4.5,2 Years,28.89,2020-07-30,18490.2,5
101270,HP Microwave,Home Appliances,HP,5190,32187,42812.74,25,3.1,1 Year,20.31,2019-04-07,10625.74,15
100498,Canon Earbuds,Mobile,Canon,5217,24896,30131.53,40,4.1,3 Years,22.98,2025-11-16,5235.53,15
101274,Realme Monitor,Electronics,Realme,5052,47535,67447.76,451,3.5,No Warranty,10.27,2022-05-21,19912.76,20
101481,Philips Dumbbell,Sports,Philips,5166,18762,22166.38,65,4.9,No Warranty,1.76,2022-08-30,3404.38,0
100768,Dell Dumbbell,Sports,Dell,5245,19151,25549.53,40,3.3,6 Months,20.59,2022-05-15,6398.53,0
100629,Adidas Backpack,Fashion,Adidas,5077,29321,32528.2,254,4.1,No Warranty,28.0,2023-05-19,3207.2,10
101122,Apple Power Bank,Mobile,Apple,5266,30430,45758.82,447,,,2.72,2022-01-11,15328.82,30
101314,Adidas Smartwatch,Mobile,Adidas,5226,44523,61469.89,158,,6 Months,14.73,2022-07-31,16946.89,25
101092,Dell Football,Sports,Dell,5111,32514,36745.16,6,3.7,2 Years,5.8,2020-03-04,4231.16,25
100603,Apple Keyboard,Electronics,Apple,5202,15516,20416.85,302,4.1,2 Years,12.3,2023-11-18,4900.85,5
100073,HP Jacket,Fashion,HP,5092,12821,16002.19,184,3.3,3 Years,3.97,2019-07-06,3181.19,15
100765,Puma AI Book,Books,Puma,5050,44989,63063.64,183,4.6,3 Years,6.16,2023-12-30,18074.64,0
101230,Boat Yoga Mat,Sports,Boat,5142,37826,56209.03,303,4.9,3 Years,20.12,2024-04-23,18383.03,25
101183,Mi Sofa,Furniture,Mi,5052,46721,73121.29,380,2.8,No Warranty,25.05,2019-04-09,26400.29,25
101782,Bajaj Watch,Fashion,Bajaj,5114,9541,12878.37,435,3.6,2 Years,21.64,2022-04-13,3337.37,5
100482,HP Cricket Bat,Sports,HP,5285,47339,58462.46,120,3.6,2 Years,6.04,2020-09-04,11123.46,5
101961,OnePlus Monitor,Electronics,OnePlus,5114,46136,68721.84,112,3.3,No Warranty,2.28,2019-05-11,22585.84,0
100507,Logitech Mouse,Electronics,Logitech,5142,21367,23664.68,406,,2 Years,23.72,2019-02-06,2297.68,20
101575,Asus Yoga Mat,Sports,Asus,5027,13514,17995.91,212,3.1,6 Months,26.93,2020-02-19,4481.91,30
100783,Logitech Yoga Mat,Sports,Logitech,5242,44212,63057.37,184,4.5,6 Months,18.73,2022-03-02,18845.37,10
100375,HP Vacuum Cleaner,Home Appliances,HP,5299,30937,34861.0,324,4.0,3 Years,2.32,2021-03-07,3924.0,30
101274,Realme Monitor,Electronics,Realme,5052,47535,67447.76,451,3.5,No Warranty,10.27,2022-05-21,19912.76,20
101211,Bajaj Router,Electronics,Bajaj,5013,2871,3383.4,154,3.1,6 Months,1.21,2020-05-21,512.4,15
101466,Lenovo Wardrobe,Furniture,Lenovo,5255,17853,22649.34,11,3.5,1 Year,24.93,2025-02-28,4796.34,15
100312,OnePlus Smartwatch,Mobile,OnePlus,5238,20017,29420.75,124,3.4,2 Years,29.93,2021-03-11,9403.75,5
101963,Nike Jacket,Fashion,Nike,5060,1013,1191.02,462,2.7,2 Years,13.43,2020-07-11,178.02,25
100406,LG Power Bank,Mobile,LG,5213,47075,59736.61,387,2.6,3 Years,,2024-01-20,12661.61,10
101443,HP Cricket Bat,Sports,HP,5228,43607,68580.77,465,2.7,No Warranty,4.24,2023-04-10,24973.77,0
101642,Adidas Dumbbell,Sports,Adidas,5075,29159,41742.85,439,3.0,1 Year,5.8,2021-09-21,12583.85,10
100310,Boat Office Desk,Furniture,Boat,5191,17877,27047.87,292,2.8,No Warranty,5.54,2024-10-13,9170.87,0
100227,Nike Wardrobe,Furniture,Nike,5029,35473,42873.9,442,2.9,1 Year,7.18,2025-06-17,7400.9,0
101720,Nike Backpack,Fashion,Nike,5186,34178,47964.23,166,4.1,3 Years,4.33,2025-04-17,13786.23,20
100721,LG Vacuum Cleaner,Home Appliances,LG,5039,32668,46314.15,498,4.6,3 Years,6.58,2021-12-22,13646.15,15
101548,Realme Yoga Mat,Sports,Realme,5161,7183,9612.18,198,2.8,6 Months,3.86,2019-08-12,2429.18,30
100839,Dell Yoga Mat,Sports,Dell,5160,16482,19752.66,168,2.7,No Warranty,1.03,2023-11-05,3270.66,30
100808,Samsung Jacket,Fashion,Samsung,5157,34360,40429.77,190,5.0,1 Year,8.96,2019-04-25,6069.77,30
100149,Apple Jacket,Fashion,Apple,5110,23863,29934.54,486,3.4,2 Years,5.92,2020-07-17,6071.54,20
101343,Puma Air Conditioner,Home Appliances,Puma,5154,4379,5767.47,434,3.1,No Warranty,19.58,2023-05-16,1388.47,5
100931,Dell Earbuds,Mobile,Dell,5015,7012,9237.94,366,2.9,1 Year,27.1,2022-02-22,2225.94,20
100987,Apple Smartphone,Mobile,Apple,5109,3516,5028.64,164,3.2,1 Year,27.27,2020-02-17,1512.64,5
100830,Philips T-Shirt,Fashion,Philips,5193,44156,51296.37,497,4.6,1 Year,11.73,2019-02-04,7140.37,10
100850,Logitech Novel,Books,Logitech,5104,22632,27106.43,102,4.5,1 Year,5.84,2024-05-02,4474.43,25
100576,Puma Novel,Books,Puma,5004,19779,26767.81,165,2.8,1 Year,10.37,2025-05-19,6988.81,25
100558,Philips SQL Book,Books,Philips,5028,11010,14436.65,313,4.2,6 Months,14.01,2024-01-25,3426.65,30
100708,Canon Jacket,Fashion,Canon,5208,23437,31356.67,308,5.0,3 Years,8.51,2024-02-06,7919.67,30
101171,Adidas Badminton Racket,Sports,Adidas,5181,1156,1663.71,439,3.9,No Warranty,18.1,2022-12-03,507.71,25
101805,Havells Mixer Grinder,Home Appliances,Havells,5101,12738,14372.85,421,4.8,3 Years,12.58,2024-04-09,1634.85,30
101177,HP Backpack,Fashion,HP,5242,34687,51999.38,310,4.1,3 Years,13.34,2022-01-07,17312.38,10
101851,HP Refrigerator,Home Appliances,HP,5298,17050,26467.75,45,,1 Year,12.93,2024-07-17,9417.75,10
100975,Apple Sofa,Furniture,Apple,5044,6741,8867.12,101,3.8,6 Months,12.44,2024-06-19,2126.12,20
100287,Philips Badminton Racket,Sports,Philips,5048,32084,40542.77,1,4.3,2 Years,19.12,2023-01-07,8458.77,25
101624,Boat Football,Sports,Boat,5050,30474,34819.98,431,4.0,3 Years,23.03,2025-08-25,4345.98,0
101074,Mi Mixer Grinder,Home Appliances,Mi,5254,42824,53408.4,381,3.6,2 Years,27.69,2021-10-21,10584.4,30
100599,Boat AI Book,Books,Boat,5047,32494,46222.54,31,3.0,6 Months,26.64,2019-01-01,13728.54,30
101354,Adidas Watch,Fashion,Adidas,5217,49900,77333.33,167,3.4,6 Months,17.47,2019-05-21,27433.33,20
101576,Samsung Air Conditioner,Home Appliances,Samsung,5222,23073,30745.8,197,2.7,1 Year,10.77,2024-09-30,7672.8,0
101657,Adidas Speaker,Electronics,Adidas,5004,35559,42084.75,387,4.8,2 Years,24.55,2021-06-05,6525.75,30
101607,Havells Mixer Grinder,Home Appliances,Havells,5271,18020,24605.13,455,5.0,3 Years,27.81,2021-03-16,6585.13,15
101053,Asus Table,Furniture,Asus,5296,13847,21825.48,497,4.9,1 Year,,2019-03-08,7978.48,0
101246,Apple Python Book,Books,Apple,5042,14355,20369.35,235,4.7,6 Months,9.37,2021-02-21,6014.35,0
100820,OnePlus Data Science Book,Books,OnePlus,5259,15598,21002.55,385,3.5,No Warranty,8.22,2022-07-27,5404.55,20
100965,Nike Printer,Electronics,Nike,5235,44547,62559.65,361,3.0,1 Year,23.99,2024-08-19,18012.65,25
100979,Bajaj Router,Electronics,Bajaj,5066,36152,48725.08,349,3.3,2 Years,15.16,2023-05-12,12573.08,10
101402,Apple Sofa,Furniture,Apple,5036,37329,51576.82,439,4.9,6 Months,19.17,2024-08-02,14247.82,30
101869,Samsung Cricket Bat,Sports,Samsung,5127,45152,67300.09,184,4.2,2 Years,26.7,2019-07-02,22148.09,0
100610,Bajaj Mouse,Electronics,Bajaj,5040,41431,60938.5,491,4.2,3 Years,23.98,2022-07-03,19507.5,0
101638,Adidas Yoga Mat,Sports,Adidas,5059,42589,59736.52,0,3.5,6 Months,22.45,2020-06-09,17147.52,20
100810,Mi Desktop,Electronics,Mi,5214,22949,26019.17,22,3.7,1 Year,17.06,2022-10-15,3070.17,0
101741,Bajaj Power Bank,Mobile,Bajaj,5096,43830,59463.96,468,2.7,6 Months,19.24,2024-07-06,15633.96,15
101076,Logitech Wardrobe,Furniture,Logitech,5164,39181,57734.76,417,4.1,3 Years,11.61,2021-03-29,18553.76,0
100494,Realme Charger,Mobile,Realme,5289,30020,42494.02,325,3.6,3 Years,9.43,2022-11-23,12474.02,5
101337,Lenovo Novel,Books,Lenovo,5168,35494,45228.58,35,4.7,6 Months,19.81,2021-04-06,9734.58,30
100278,Mi AI Book,Books,Mi,5252,33224,47395.19,209,3.5,2 Years,14.76,2019-12-05,14171.19,10
101871,LG AI Book,Books,LG,5065,27706,34831.82,210,2.8,3 Years,7.95,2023-03-06,7125.82,30
100359,Lenovo Python Book,Books,Lenovo,5165,19792,31412.08,226,3.2,2 Years,18.23,2020-01-01,11620.08,20
101126,Lenovo Laptop,Electronics,Lenovo,5050,39670,61089.8,266,3.1,No Warranty,14.32,2024-09-02,21419.8,15
100237,LG SQL Book,Books,LG,5289,24394,30650.11,23,4.7,6 Months,0.68,2025-03-16,6256.11,5
100552,Realme Charger,Mobile,Realme,5095,30820,44874.21,191,4.6,2 Years,14.32,2020-11-01,14054.21,0
101892,LG Air Conditioner,Home Appliances,LG,5118,2275,2942.27,405,3.3,3 Years,15.19,2020-08-16,667.27,30
101329,Apple Ceiling Fan,Home Appliances,Apple,5219,9292,10774.96,210,3.5,2 Years,23.98,2024-12-04,1482.96,15
100209,Bajaj Router,Electronics,Bajaj,5149,12310,19305.83,492,4.7,No Warranty,9.09,2025-10-04,6995.83,15
101404,Havells Cricket Bat,Sports,Havells,5016,9855,14853.27,227,4.1,3 Years,26.67,2020-05-07,4998.27,0
101806,OnePlus Mouse,Electronics,OnePlus,5059,32859,37671.68,495,2.9,No Warranty,19.07,2020-09-13,4812.68,10
100059,Boat Sofa,Furniture,Boat,5216,49987,76970.98,142,3.1,No Warranty,14.22,2025-01-18,26983.98,0
100632,Puma Mixer Grinder,Home Appliances,Puma,5047,26354,29716.7,490,3.4,1 Year,2.6,2024-02-26,3362.7,20
101667,OnePlus Chair,Furniture,OnePlus,5028,7659,11475.49,64,,3 Years,28.5,2020-04-08,3816.49,5
101884,HP Monitor,Electronics,HP,5129,10888,12267.9,270,3.1,2 Years,10.4,2023-10-28,1379.9,25
101597,Dell Refrigerator,Home Appliances,Dell,5081,30399,42652.35,133,4.1,3 Years,3.06,2025-10-20,12253.35,30
100364,Asus Watch,Fashion,Asus,5133,22660,26778.61,457,4.4,No Warranty,8.7,2023-05-03,4118.61,25
100506,Mi Football,Sports,Mi,5153,34239,39753.9,246,3.0,No Warranty,25.94,2021-06-11,5514.9,0
101779,Nike Mixer Grinder,Home Appliances,Nike,5038,38525,54846.89,118,4.9,6 Months,19.35,2020-04-19,16321.89,20
101855,Lenovo Jacket,Fashion,Lenovo,5288,4344,5742.65,78,3.3,2 Years,4.44,2022-12-27,1398.65,15
101623,Samsung Smartphone,Mobile,Samsung,5182,29781,35559.71,292,2.5,1 Year,19.53,2023-08-30,5778.71,25
101232,Lenovo Laptop,Electronics,Lenovo,5242,33635,50574.16,217,3.3,,22.85,2021-09-13,16939.16,5
100856,Adidas Monitor,Electronics,Adidas,5071,6731,7474.75,346,3.4,No Warranty,10.28,2021-05-11,743.75,15
101001,Apple Smartwatch,Mobile,Apple,5299,35318,50457.37,444,2.8,2 Years,28.38,2021-11-20,15139.37,30
101919,Dell Refrigerator,Home Appliances,Dell,5161,30311,38816.37,261,4.9,No Warranty,13.93,2024-02-15,8505.37,30
100119,Samsung Smartwatch,Mobile,Samsung,5059,8407,12365.51,269,4.4,2 Years,13.56,2023-01-22,3958.51,30
101833,Apple Dumbbell,Sports,Apple,5026,49585,56224.71,59,3.6,2 Years,20.06,2020-05-24,6639.71,20
101618,Havells Speaker,Electronics,Havells,5143,8101,10860.37,314,4.5,1 Year,23.71,2022-12-17,2759.37,30
100523,Boat Ceiling Fan,Home Appliances,Boat,5221,24461,31950.26,324,4.6,1 Year,18.33,2025-04-25,7489.26,5
100514,Nike Data Science Book,Books,Nike,5276,21117,30841.42,337,4.5,6 Months,15.82,2024-07-30,9724.42,25
100082,Realme SQL Book,Books,Realme,5148,49183,74370.61,471,3.6,2 Years,20.72,2023-07-07,25187.61,5
101362,Mi T-Shirt,Fashion,Mi,5272,23867,32691.31,355,2.9,6 Months,3.18,2020-11-09,8824.31,15
101799,Lenovo Tablet,Mobile,Lenovo,5051,1940,2921.95,385,2.8,1 Year,12.03,2019-08-11,981.95,30
100381,OnePlus Bookshelf,Furniture,OnePlus,5024,20161,23860.75,421,3.2,1 Year,13.79,2024-11-01,3699.75,10
101042,Mi Cricket Bat,Sports,Mi,5149,620,729.91,53,3.4,3 Years,12.1,2019-10-26,109.91,10
101710,HP Football,Sports,HP,5003,15966,19989.48,283,4.5,,23.45,2022-11-04,4023.48,15
100085,OnePlus Refrigerator,Home Appliances,OnePlus,5047,28666,40630.97,251,3.7,2 Years,10.13,2020-03-04,11964.97,25
101882,Bajaj Office Desk,Furniture,Bajaj,5041,36723,42742.86,447,2.9,3 Years,26.5,2023-01-07,6019.86,15
100985,Havells Wardrobe,Furniture,Havells,5114,20183,29266.95,118,3.3,2 Years,2.03,2023-10-16,9083.95,5
100330,Nike Mouse,Electronics,Nike,5029,17567,24011.36,405,4.4,6 Months,17.36,2023-05-10,6444.36,0
100007,Realme Football,Sports,Realme,5126,41713,49453.65,373,2.9,2 Years,8.24,2025-03-31,7740.65,20
100757,Bajaj Chair,Furniture,Bajaj,5288,2773,3662.47,363,3.7,2 Years,3.55,2020-08-29,889.47,5
101334,OnePlus Router,Electronics,OnePlus,5200,19355,21351.99,424,2.5,6 Months,9.81,2020-09-08,1996.99,20
100949,HP Sofa,Furniture,HP,5223,38954,46376.62,247,3.2,6 Months,3.16,2019-09-18,7422.62,15
100889,Mi Microwave,Home Appliances,Mi,5006,48691,63075.53,39,4.2,6 Months,13.33,2020-12-29,14384.53,25
100452,Apple Watch,Fashion,Apple,5146,47256,69182.18,420,,6 Months,13.59,2024-04-14,21926.18,5
100491,Dell Desktop,Electronics,Dell,5204,31110,42751.89,13,3.8,No Warranty,3.3,2025-12-06,11641.89,25
101982,Logitech T-Shirt,Fashion,Logitech,5038,44837,69126.56,351,3.7,2 Years,25.98,2019-06-17,24289.56,10
100288,Mi Novel,Books,Mi,5109,26164,31630.05,219,3.7,1 Year,24.88,2022-10-15,5466.05,10
100926,Adidas Data Science Book,Books,Adidas,5189,45927,67775.39,127,3.6,2 Years,15.54,2021-02-08,21848.39,10
100057,Canon Sofa,Furniture,Canon,5066,47559,56239.58,239,5.0,3 Years,1.0,2023-06-02,8680.58,5
101386,Nike Speaker,Electronics,Nike,5116,45652,72661.15,125,3.6,6 Months,4.53,2022-04-30,27009.15,15
101932,Apple Jacket,Fashion,Apple,5045,401,632.97,131,4.7,3 Years,23.6,2025-04-20,231.97,5
100716,Apple Microwave,Home Appliances,Apple,5188,38796,43550.81,428,3.4,3 Years,1.0,2022-10-29,4754.81,15
100814,Dell Dumbbell,Sports,Dell,5296,12710,20051.09,277,4.4,3 Years,15.75,2024-05-03,7341.09,20
101818,Bajaj Charger,Mobile,Bajaj,5032,18314,20697.65,306,3.6,No Warranty,13.05,2025-08-16,2383.65,5
101785,Lenovo Novel,Books,Lenovo,5004,13219,18550.09,449,4.1,3 Years,2.96,2023-03-25,5331.09,30
100991,Mi Desktop,Electronics,Mi,5243,40667,51706.02,371,5.0,6 Months,16.1,2020-09-21,11039.02,10
101507,Lenovo Air Conditioner,Home Appliances,Lenovo,5278,44183,65206.58,253,3.5,2 Years,2.78,2021-11-03,21023.58,10
101108,Nike Power Bank,Mobile,Nike,5255,43312,69171.15,182,2.6,3 Years,22.28,2023-10-31,25859.15,5
101671,Lenovo Python Book,Books,Lenovo,5266,14551,21090.04,45,2.9,2 Years,2.33,2025-02-17,6539.04,20
100328,Bajaj Bookshelf,Furniture,Bajaj,5165,22646,35244.84,257,3.5,6 Months,0.98,2025-09-11,12598.84,15
100443,Apple Ceiling Fan,Home Appliances,Apple,5085,43529,53081.02,493,4.4,6 Months,13.5,2021-01-03,9552.02,5
101519,Dell Speaker,Electronics,Dell,5043,31221,38279.39,47,3.1,No Warranty,13.75,2022-10-13,7058.39,25
101358,Bajaj Air Conditioner,Home Appliances,Bajaj,5176,36072,47909.32,49,4.4,1 Year,2.08,2023-02-05,11837.32,20
100940,LG Earbuds,Mobile,LG,5027,48115,75406.62,115,4.8,6 Months,25.73,2023-05-24,27291.62,0
100893,Sony Python Book,Books,Sony,5168,2984,3902.59,55,3.3,6 Months,18.82,2025-01-27,918.59,20
100178,OnePlus Ceiling Fan,Home Appliances,OnePlus,5067,24276,32376.97,282,4.0,No Warranty,2.16,2023-06-19,8100.97,30
101558,Boat Tablet,Mobile,Boat,5149,23251,30285.62,127,4.7,,18.09,2024-04-07,7034.62,30
101680,OnePlus Refrigerator,Home Appliances,OnePlus,5021,24697,36176.16,282,4.1,No Warranty,12.32,2021-09-11,11479.16,5
100087,Boat Air Conditioner,Home Appliances,Boat,5264,7697,12200.46,206,4.6,No Warranty,19.8,2025-01-31,4503.46,15
101426,Mi Jacket,Fashion,Mi,5163,10657,12486.61,493,2.6,No Warranty,12.42,2024-12-28,1829.61,0
101925,Dell Football,Sports,Dell,5176,41526,53969.23,473,3.5,No Warranty,13.89,2021-05-15,12443.23,5
100458,Lenovo Router,Electronics,Lenovo,5043,16780,22461.21,119,3.2,3 Years,12.38,2021-02-13,5681.21,30
101852,Nike Backpack,Fashion,Nike,5284,11701,15723.26,345,3.9,1 Year,21.74,2022-12-21,4022.26,10
100055,Canon AI Book,Books,Canon,5295,38378,60369.78,10,3.5,No Warranty,28.29,2022-05-08,21991.78,0
101770,LG Smartphone,Mobile,LG,5110,47871,56811.14,317,4.5,2 Years,21.89,2024-11-18,8940.14,25
100644,Logitech Sneakers,Fashion,Logitech,5020,15779,24757.96,312,4.0,2 Years,18.44,2019-12-27,8978.96,20
100678,Dell Smartphone,Mobile,Dell,5045,35385,53952.42,346,4.9,2 Years,5.99,2022-07-25,18567.42,20
100222,Puma Chair,Furniture,Puma,5216,26895,32004.8,69,3.4,2 Years,13.57,2023-03-27,5109.8,10
100114,Samsung Sofa,Furniture,Samsung,5228,45338,58271.34,227,4.9,1 Year,3.16,2023-02-13,12933.34,15
101000,Puma Bookshelf,Furniture,Puma,5006,21375,34042.48,320,4.6,6 Months,21.97,2022-02-19,12667.48,25
